date,time_slot,depot_name,total_trains_available,trains_in_service,trains_under_maintenance,ready_for_induction,average_turnaround_time_min,energy_consumption_kwh,fault_probability
2025-11-14,21:00:00,Muttom Yard,25,10,2,13,19,232,0.0216
2025-11-14,21:15:00,Aluva Depot,10,4,1,5,23,302,0.0191
2025-11-14,21:15:00,Muttom Yard,25,10,2,13,22,385,0.0156
2025-11-14,21:30:00,Aluva Depot,10,4,2,4,15,425,0.0399
2025-11-14,21:30:00,Muttom Yard,25,10,1,14,21,471,0.0445
2025-11-14,21:45:00,Aluva Depot,10,4,1,5,16,343,0.0215
2025-11-14,21:45:00,Muttom Yard,25,10,3,12,20,263,0.0193
2025-11-14,22:00:00,Aluva Depot,10,4,3,3,17,200,0.016
2025-11-14,22:00:00,Muttom Yard,25,10,3,12,20,479,0.026
2025-11-14,22:15:00,Aluva Depot,10,4,3,3,15,296,0.0329
2025-11-14,22:15:00,Muttom Yard,25,10,2,13,23,239,0.044
2025-11-14,22:30:00,Aluva Depot,10,4,2,4,19,420,0.0252
2025-11-14,22:30:00,Muttom Yard,25,10,1,14,24,485,0.0385
2025-11-14,22:45:00,Aluva Depot,10,4,1,5,15,296,0.0104
2025-11-14,22:45:00,Muttom Yard,25,10,1,14,24,255,0.0195
2025-11-14,23:00:00,Aluva Depot,10,4,1,5,21,469,0.0361
2025-11-14,23:00:00,Muttom Yard,25,10,2,13,19,337,0.0466
2025-11-15,05:30:00,Aluva Depot,10,4,3,3,17,259,0.0319
2025-11-15,05:30:00,Muttom Yard,25,10,2,13,19,405,0.0431
2025-11-15,05:45:00,Aluva Depot,10,4,3,3,15,454,0.0132
2025-11-15,05:45:00,Muttom Yard,25,10,3,12,17,268,0.0444
2025-11-15,06:00:00,Aluva Depot,10,4,2,4,23,257,0.0391
2025-11-15,06:00:00,Muttom Yard,25,10,3,12,16,412,0.0159
2025-11-15,06:15:00,Aluva Depot,10,4,1,5,17,374,0.0125
2025-11-15,06:15:00,Muttom Yard,25,10,3,12,22,466,0.0387
2025-11-15,06:30:00,Aluva Depot,10,4,2,4,18,390,0.0389
2025-11-15,06:30:00,Muttom Yard,25,10,2,13,19,351,0.0413
2025-11-15,06:45:00,Aluva Depot,10,4,1,5,17,423,0.0187
2025-11-15,06:45:00,Muttom Yard,25,10,1,14,15,211,0.0329
2025-11-15,07:00:00,Aluva Depot,10,4,1,5,15,282,0.0441
2025-11-15,07:00:00,Muttom Yard,25,10,1,14,15,468,0.0199
2025-11-15,07:15:00,Aluva Depot,10,4,2,4,24,206,0.0289
2025-11-15,07:15:00,Muttom Yard,25,10,2,13,23,438,0.0469
2025-11-15,07:30:00,Aluva Depot,10,4,3,3,20,361,0.0299
2025-11-15,07:30:00,Muttom Yard,25,10,3,12,15,476,0.0446
2025-11-15,07:45:00,Aluva Depot,10,4,3,3,17,485,0.0294
2025-11-15,07:45:00,Muttom Yard,25,10,1,14,16,426,0.0147
2025-11-15,08:00:00,Aluva Depot,10,8,2,0,19,418,0.0278
2025-11-15,08:00:00,Muttom Yard,25,20,3,2,21,215,0.0164
2025-11-15,08:15:00,Aluva Depot,10,8,2,0,18,245,0.0402
2025-11-15,08:15:00,Muttom Yard,25,20,1,4,22,462,0.0246
2025-11-15,08:30:00,Aluva Depot,10,8,1,1,16,282,0.0125
2025-11-15,08:30:00,Muttom Yard,25,20,2,3,18,488,0.0492
2025-11-15,08:45:00,Aluva Depot,10,8,3,0,23,212,0.0109
2025-11-15,08:45:00,Muttom Yard,25,20,1,4,15,347,0.0268
2025-11-15,09:00:00,Aluva Depot,10,8,1,1,19,332,0.0159
2025-11-15,09:00:00,Muttom Yard,25,20,1,4,18,331,0.0217
2025-11-15,09:15:00,Aluva Depot,10,8,3,0,19,392,0.0253
2025-11-15,09:15:00,Muttom Yard,25,20,1,4,16,420,0.0147
2025-11-15,09:30:00,Aluva Depot,10,8,1,1,20,304,0.0479
2025-11-15,09:30:00,Muttom Yard,25,20,3,2,16,454,0.0476
2025-11-15,09:45:00,Aluva Depot,10,8,1,1,15,340,0.0202
2025-11-15,09:45:00,Muttom Yard,25,20,3,2,17,293,0.0172
2025-11-15,10:00:00,Aluva Depot,10,8,2,0,24,488,0.0288
2025-11-15,10:00:00,Muttom Yard,25,20,2,3,24,468,0.0112
2025-11-15,10:15:00,Aluva Depot,10,8,1,1,23,389,0.0268
2025-11-15,10:15:00,Muttom Yard,25,20,1,4,15,314,0.0321
2025-11-15,10:30:00,Aluva Depot,10,8,2,0,23,232,0.0439
2025-11-15,10:30:00,Muttom Yard,25,20,1,4,22,460,0.0411
2025-11-15,10:45:00,Aluva Depot,10,8,1,1,16,495,0.0243
2025-11-15,10:45:00,Muttom Yard,25,20,3,2,15,377,0.0174
2025-11-15,11:00:00,Aluva Depot,10,8,1,1,15,401,0.0374
2025-11-15,11:00:00,Muttom Yard,25,20,2,3,16,322,0.036
2025-11-15,11:15:00,Aluva Depot,10,8,2,0,16,215,0.0326
2025-11-15,11:15:00,Muttom Yard,25,20,2,3,24,416,0.0455
2025-11-15,11:30:00,Aluva Depot,10,8,3,0,15,268,0.035
2025-11-15,11:30:00,Muttom Yard,25,20,1,4,21,403,0.011
2025-11-15,11:45:00,Aluva Depot,10,8,1,1,21,271,0.0134
2025-11-15,11:45:00,Muttom Yard,25,20,1,4,19,435,0.0295
2025-11-15,12:00:00,Aluva Depot,10,4,3,3,15,271,0.0237
2025-11-15,12:00:00,Muttom Yard,25,10,3,12,17,382,0.0175
2025-11-15,12:15:00,Aluva Depot,10,4,3,3,24,254,0.0343
2025-11-15,12:15:00,Muttom Yard,25,10,2,13,15,328,0.0233
2025-11-15,12:30:00,Aluva Depot,10,4,3,3,16,492,0.0262
2025-11-15,12:30:00,Muttom Yard,25,10,1,14,15,439,0.0361
2025-11-15,12:45:00,Aluva Depot,10,4,2,4,16,355,0.0285
2025-11-15,12:45:00,Muttom Yard,25,10,3,12,15,309,0.0363
2025-11-15,13:00:00,Aluva Depot,10,4,2,4,16,384,0.0462
2025-11-15,13:00:00,Muttom Yard,25,10,1,14,17,226,0.0105
2025-11-15,13:15:00,Aluva Depot,10,4,2,4,20,377,0.0137
2025-11-15,13:15:00,Muttom Yard,25,10,3,12,19,426,0.0235
2025-11-15,13:30:00,Aluva Depot,10,4,2,4,16,345,0.0168
2025-11-15,13:30:00,Muttom Yard,25,10,1,14,23,325,0.0187
2025-11-15,13:45:00,Aluva Depot,10,4,2,4,22,335,0.0216
2025-11-15,13:45:00,Muttom Yard,25,10,3,12,15,245,0.0225
2025-11-15,14:00:00,Aluva Depot,10,4,1,5,21,427,0.0263
2025-11-15,14:00:00,Muttom Yard,25,10,2,13,21,322,0.0432
2025-11-15,14:15:00,Aluva Depot,10,4,2,4,18,430,0.0237
2025-11-15,14:15:00,Muttom Yard,25,10,3,12,24,239,0.015
2025-11-15,14:30:00,Aluva Depot,10,4,3,3,19,324,0.021
2025-11-15,14:30:00,Muttom Yard,25,10,2,13,21,246,0.0376
2025-11-15,14:45:00,Aluva Depot,10,4,2,4,22,272,0.0123
2025-11-15,14:45:00,Muttom Yard,25,10,1,14,19,284,0.0144
2025-11-15,15:00:00,Aluva Depot,10,4,2,4,23,345,0.0331
2025-11-15,15:00:00,Muttom Yard,25,10,1,14,21,292,0.0328
2025-11-15,15:15:00,Aluva Depot,10,4,1,5,20,327,0.017
2025-11-15,15:15:00,Muttom Yard,25,10,2,13,19,265,0.0196
2025-11-15,15:30:00,Aluva Depot,10,4,1,5,17,342,0.0323
2025-11-15,15:30:00,Muttom Yard,25,10,1,14,22,408,0.0129
2025-11-15,15:45:00,Aluva Depot,10,4,1,5,19,208,0.0152
2025-11-15,15:45:00,Muttom Yard,25,10,2,13,15,249,0.0284
2025-11-15,16:00:00,Aluva Depot,10,4,3,3,21,462,0.0399
2025-11-15,16:00:00,Muttom Yard,25,10,3,12,20,492,0.042
2025-11-15,16:15:00,Aluva Depot,10,4,3,3,19,332,0.0413
2025-11-15,16:15:00,Muttom Yard,25,10,3,12,17,318,0.0369
2025-11-15,16:30:00,Aluva Depot,10,4,2,4,20,420,0.0324
2025-11-15,16:30:00,Muttom Yard,25,10,3,12,18,334,0.0238
2025-11-15,16:45:00,Aluva Depot,10,4,2,4,21,257,0.0294
2025-11-15,16:45:00,Muttom Yard,25,10,3,12,21,254,0.0312
2025-11-15,17:00:00,Aluva Depot,10,8,2,0,20,215,0.0277
2025-11-15,17:00:00,Muttom Yard,25,20,3,2,21,286,0.0304
2025-11-15,17:15:00,Aluva Depot,10,8,1,1,21,323,0.0182
2025-11-15,17:15:00,Muttom Yard,25,20,2,3,22,334,0.0339
2025-11-15,17:30:00,Aluva Depot,10,8,3,0,15,311,0.0233
2025-11-15,17:30:00,Muttom Yard,25,20,2,3,24,449,0.0206
2025-11-15,17:45:00,Aluva Depot,10,8,3,0,18,316,0.0124
2025-11-15,17:45:00,Muttom Yard,25,20,1,4,20,495,0.0342
2025-11-15,18:00:00,Aluva Depot,10,8,3,0,20,492,0.0208
2025-11-15,18:00:00,Muttom Yard,25,20,1,4,22,479,0.0392
2025-11-15,18:15:00,Aluva Depot,10,8,3,0,16,319,0.0131
2025-11-15,18:15:00,Muttom Yard,25,20,1,4,22,483,0.0238
2025-11-15,18:30:00,Aluva Depot,10,8,2,0,20,301,0.0465
2025-11-15,18:30:00,Muttom Yard,25,20,1,4,19,257,0.031
2025-11-15,18:45:00,Aluva Depot,10,8,2,0,22,435,0.026
2025-11-15,18:45:00,Muttom Yard,25,20,2,3,19,441,0.0152
2025-11-15,19:00:00,Aluva Depot,10,8,1,1,16,482,0.0151
2025-11-15,19:00:00,Muttom Yard,25,20,3,2,18,264,0.0257
2025-11-15,19:15:00,Aluva Depot,10,8,3,0,17,294,0.0439
2025-11-15,19:15:00,Muttom Yard,25,20,2,3,15,349,0.0217
2025-11-15,19:30:00,Aluva Depot,10,8,1,1,20,370,0.0343
2025-11-15,19:30:00,Muttom Yard,25,20,1,4,15,437,0.031
2025-11-15,19:45:00,Aluva Depot,10,8,1,1,17,281,0.0251
2025-11-15,19:45:00,Muttom Yard,25,20,2,3,23,227,0.0172
2025-11-15,20:00:00,Aluva Depot,10,8,2,0,20,420,0.0377
2025-11-15,20:00:00,Muttom Yard,25,20,3,2,23,376,0.0176
2025-11-15,20:15:00,Aluva Depot,10,8,3,0,22,221,0.0307
2025-11-15,20:15:00,Muttom Yard,25,20,3,2,16,330,0.0382
2025-11-15,20:30:00,Aluva Depot,10,8,3,0,20,277,0.0471
2025-11-15,20:30:00,Muttom Yard,25,20,1,4,17,248,0.0452
2025-11-15,20:45:00,Aluva Depot,10,8,1,1,19,250,0.0326
2025-11-15,20:45:00,Muttom Yard,25,20,1,4,20,255,0.0165
2025-11-15,21:00:00,Aluva Depot,10,4,3,3,23,333,0.0282
2025-11-15,21:00:00,Muttom Yard,25,10,1,14,20,314,0.0448
2025-11-15,21:15:00,Aluva Depot,10,4,2,4,24,328,0.0413
2025-11-15,21:15:00,Muttom Yard,25,10,1,14,17,320,0.0146
2025-11-15,21:30:00,Aluva Depot,10,4,3,3,18,334,0.0392
2025-11-15,21:30:00,Muttom Yard,25,10,2,13,24,345,0.0446
2025-11-15,21:45:00,Aluva Depot,10,4,2,4,22,280,0.0355
2025-11-15,21:45:00,Muttom Yard,25,10,3,12,24,385,0.0128
2025-11-15,22:00:00,Aluva Depot,10,4,3,3,20,323,0.0311
2025-11-15,22:00:00,Muttom Yard,25,10,1,14,20,361,0.0397
2025-11-15,22:15:00,Aluva Depot,10,4,2,4,20,486,0.0442
2025-11-15,22:15:00,Muttom Yard,25,10,3,12,23,378,0.0421
2025-11-15,22:30:00,Aluva Depot,10,4,1,5,24,384,0.0318
2025-11-15,22:30:00,Muttom Yard,25,10,2,13,21,285,0.0312
2025-11-15,22:45:00,Aluva Depot,10,4,2,4,21,227,0.0497
2025-11-15,22:45:00,Muttom Yard,25,10,1,14,21,284,0.0497
2025-11-15,23:00:00,Aluva Depot,10,4,2,4,17,322,0.0255
2025-11-15,23:00:00,Muttom Yard,25,10,1,14,20,377,0.0381
2025-11-16,05:30:00,Aluva Depot,10,4,1,5,24,442,0.0254
2025-11-16,05:30:00,Muttom Yard,25,10,1,14,16,404,0.0257
2025-11-16,05:45:00,Aluva Depot,10,4,2,4,17,437,0.0281
2025-11-16,05:45:00,Muttom Yard,25,10,1,14,21,388,0.0138
2025-11-16,06:00:00,Aluva Depot,10,4,2,4,15,215,0.0261
2025-11-16,06:00:00,Muttom Yard,25,10,2,13,20,401,0.0448
2025-11-16,06:15:00,Aluva Depot,10,4,2,4,22,200,0.048
2025-11-16,06:15:00,Muttom Yard,25,10,2,13,24,239,0.0328
2025-11-16,06:30:00,Aluva Depot,10,4,3,3,19,224,0.0436
2025-11-16,06:30:00,Muttom Yard,25,10,2,13,20,316,0.0254
2025-11-16,06:45:00,Aluva Depot,10,4,3,3,15,490,0.031
2025-11-16,06:45:00,Muttom Yard,25,10,1,14,22,481,0.0244
2025-11-16,07:00:00,Aluva Depot,10,4,2,4,23,371,0.019
2025-11-16,07:00:00,Muttom Yard,25,10,2,13,20,299,0.032
2025-11-16,07:15:00,Aluva Depot,10,4,2,4,21,321,0.0371
2025-11-16,07:15:00,Muttom Yard,25,10,1,14,20,471,0.0393
2025-11-16,07:30:00,Aluva Depot,10,4,1,5,20,440,0.0427
2025-11-16,07:30:00,Muttom Yard,25,10,3,12,19,209,0.019
2025-11-16,07:45:00,Aluva Depot,10,4,2,4,21,387,0.037
2025-11-16,07:45:00,Muttom Yard,25,10,1,14,23,288,0.0441
2025-11-16,08:00:00,Aluva Depot,10,8,1,1,21,286,0.0457
2025-11-16,08:00:00,Muttom Yard,25,20,3,2,18,476,0.028
2025-11-16,08:15:00,Aluva Depot,10,8,2,0,19,456,0.021
2025-11-16,08:15:00,Muttom Yard,25,20,2,3,24,212,0.0467
2025-11-16,08:30:00,Aluva Depot,10,8,1,1,24,392,0.0474
2025-11-16,08:30:00,Muttom Yard,25,20,3,2,21,440,0.0191
2025-11-16,08:45:00,Aluva Depot,10,8,2,0,20,226,0.0389
2025-11-16,08:45:00,Muttom Yard,25,20,3,2,18,283,0.0418
2025-11-16,09:00:00,Aluva Depot,10,8,1,1,19,308,0.0172
2025-11-16,09:00:00,Muttom Yard,25,20,3,2,21,325,0.0467
2025-11-16,09:15:00,Aluva Depot,10,8,3,0,24,267,0.0107
2025-11-16,09:15:00,Muttom Yard,25,20,2,3,15,478,0.0151
2025-11-16,09:30:00,Aluva Depot,10,8,3,0,21,310,0.0345
2025-11-16,09:30:00,Muttom Yard,25,20,2,3,24,422,0.0163
2025-11-16,09:45:00,Aluva Depot,10,8,3,0,24,231,0.0283
2025-11-16,09:45:00,Muttom Yard,25,20,1,4,20,387,0.0173
2025-11-16,10:00:00,Aluva Depot,10,8,3,0,18,405,0.0444
2025-11-16,10:00:00,Muttom Yard,25,20,3,2,24,347,0.0248
2025-11-16,10:15:00,Aluva Depot,10,8,1,1,19,376,0.0353
2025-11-16,10:15:00,Muttom Yard,25,20,1,4,16,264,0.04
2025-11-16,10:30:00,Aluva Depot,10,8,2,0,16,384,0.0361
2025-11-16,10:30:00,Muttom Yard,25,20,1,4,16,353,0.0261
2025-11-16,10:45:00,Aluva Depot,10,8,3,0,21,224,0.0441
2025-11-16,10:45:00,Muttom Yard,25,20,1,4,16,265,0.0124
2025-11-16,11:00:00,Aluva Depot,10,8,1,1,17,353,0.0262
2025-11-16,11:00:00,Muttom Yard,25,20,2,3,15,301,0.0499
2025-11-16,11:15:00,Aluva Depot,10,8,1,1,20,201,0.0319
2025-11-16,11:15:00,Muttom Yard,25,20,2,3,21,497,0.0251
2025-11-16,11:30:00,Aluva Depot,10,8,2,0,24,337,0.0443
2025-11-16,11:30:00,Muttom Yard,25,20,1,4,15,271,0.0227
2025-11-16,11:45:00,Aluva Depot,10,8,2,0,22,294,0.0221
2025-11-16,11:45:00,Muttom Yard,25,20,3,2,22,344,0.0406
2025-11-16,12:00:00,Aluva Depot,10,4,1,5,24,482,0.014
2025-11-16,12:00:00,Muttom Yard,25,10,3,12,22,206,0.0243
2025-11-16,12:15:00,Aluva Depot,10,4,3,3,22,332,0.0309
2025-11-16,12:15:00,Muttom Yard,25,10,1,14,21,290,0.0253
2025-11-16,12:30:00,Aluva Depot,10,4,2,4,24,304,0.0333
2025-11-16,12:30:00,Muttom Yard,25,10,2,13,19,217,0.0416
2025-11-16,12:45:00,Aluva Depot,10,4,3,3,19,307,0.0281
2025-11-16,12:45:00,Muttom Yard,25,10,3,12,21,375,0.0242
2025-11-16,13:00:00,Aluva Depot,10,4,2,4,18,424,0.0205
2025-11-16,13:00:00,Muttom Yard,25,10,3,12,17,205,0.0254
2025-11-16,13:15:00,Aluva Depot,10,4,1,5,18,221,0.0124
2025-11-16,13:15:00,Muttom Yard,25,10,3,12,16,487,0.0437
2025-11-16,13:30:00,Aluva Depot,10,4,1,5,22,347,0.0449
2025-11-16,13:30:00,Muttom Yard,25,10,1,14,15,237,0.0134
2025-11-16,13:45:00,Aluva Depot,10,4,3,3,23,300,0.0484
2025-11-16,13:45:00,Muttom Yard,25,10,2,13,16,412,0.0213
2025-11-16,14:00:00,Aluva Depot,10,4,2,4,24,495,0.0365
2025-11-16,14:00:00,Muttom Yard,25,10,3,12,17,481,0.0362
2025-11-16,14:15:00,Aluva Depot,10,4,2,4,15,460,0.0173
2025-11-16,14:15:00,Muttom Yard,25,10,3,12,18,273,0.0271
2025-11-16,14:30:00,Aluva Depot,10,4,2,4,23,345,0.0238
2025-11-16,14:30:00,Muttom Yard,25,10,1,14,19,421,0.0483
2025-11-16,14:45:00,Aluva Depot,10,4,3,3,22,298,0.046
2025-11-16,14:45:00,Muttom Yard,25,10,2,13,21,301,0.0143
2025-11-16,15:00:00,Aluva Depot,10,4,2,4,18,269,0.0207
2025-11-16,15:00:00,Muttom Yard,25,10,2,13,17,372,0.0134
2025-11-16,15:15:00,Aluva Depot,10,4,3,3,19,253,0.0105
2025-11-16,15:15:00,Muttom Yard,25,10,1,14,20,414,0.0498
2025-11-16,15:30:00,Aluva Depot,10,4,2,4,21,473,0.0478
2025-11-16,15:30:00,Muttom Yard,25,10,2,13,18,306,0.0339
2025-11-16,15:45:00,Aluva Depot,10,4,1,5,18,219,0.0258
2025-11-16,15:45:00,Muttom Yard,25,10,3,12,24,276,0.0386
2025-11-16,16:00:00,Aluva Depot,10,4,3,3,17,499,0.0429
2025-11-16,16:00:00,Muttom Yard,25,10,1,14,24,389,0.01
2025-11-16,16:15:00,Aluva Depot,10,4,1,5,20,413,0.0425
2025-11-16,16:15:00,Muttom Yard,25,10,1,14,23,257,0.043
2025-11-16,16:30:00,Aluva Depot,10,4,3,3,24,405,0.0388
2025-11-16,16:30:00,Muttom Yard,25,10,3,12,16,412,0.0267
2025-11-16,16:45:00,Aluva Depot,10,4,1,5,17,462,0.0279
2025-11-16,16:45:00,Muttom Yard,25,10,2,13,21,452,0.0249
2025-11-16,17:00:00,Aluva Depot,10,8,1,1,22,422,0.0464
2025-11-16,17:00:00,Muttom Yard,25,20,2,3,20,287,0.0359
2025-11-16,17:15:00,Aluva Depot,10,8,1,1,19,262,0.017
2025-11-16,17:15:00,Muttom Yard,25,20,1,4,17,235,0.0198
2025-11-16,17:30:00,Aluva Depot,10,8,1,1,21,222,0.0341
2025-11-16,17:30:00,Muttom Yard,25,20,2,3,16,375,0.013
2025-11-16,17:45:00,Aluva Depot,10,8,3,0,23,311,0.0285
2025-11-16,17:45:00,Muttom Yard,25,20,2,3,20,409,0.0411
2025-11-16,18:00:00,Aluva Depot,10,8,3,0,18,458,0.0314
2025-11-16,18:00:00,Muttom Yard,25,20,3,2,18,339,0.0431
2025-11-16,18:15:00,Aluva Depot,10,8,1,1,20,326,0.0415
2025-11-16,18:15:00,Muttom Yard,25,20,1,4,24,242,0.0257
2025-11-16,18:30:00,Aluva Depot,10,8,2,0,19,294,0.022
2025-11-16,18:30:00,Muttom Yard,25,20,2,3,19,440,0.0393
2025-11-16,18:45:00,Aluva Depot,10,8,1,1,17,395,0.0371
2025-11-16,18:45:00,Muttom Yard,25,20,2,3,24,271,0.0482
2025-11-16,19:00:00,Aluva Depot,10,8,2,0,17,254,0.0439
2025-11-16,19:00:00,Muttom Yard,25,20,2,3,16,477,0.0288
2025-11-16,19:15:00,Aluva Depot,10,8,3,0,20,243,0.0257
2025-11-16,19:15:00,Muttom Yard,25,20,2,3,16,207,0.044
2025-11-16,19:30:00,Aluva Depot,10,8,3,0,23,231,0.0378
2025-11-16,19:30:00,Muttom Yard,25,20,2,3,18,372,0.0308
2025-11-16,19:45:00,Aluva Depot,10,8,2,0,22,215,0.0437
2025-11-16,19:45:00,Muttom Yard,25,20,2,3,15,495,0.021
2025-11-16,20:00:00,Aluva Depot,10,8,1,1,21,489,0.0289
2025-11-16,20:00:00,Muttom Yard,25,20,1,4,16,494,0.013
2025-11-16,20:15:00,Aluva Depot,10,8,1,1,23,408,0.0446
2025-11-16,20:15:00,Muttom Yard,25,20,2,3,22,247,0.0177
2025-11-16,20:30:00,Aluva Depot,10,8,2,0,21,304,0.0436
2025-11-16,20:30:00,Muttom Yard,25,20,1,4,17,382,0.0317
2025-11-16,20:45:00,Aluva Depot,10,8,2,0,21,391,0.0293
2025-11-16,20:45:00,Muttom Yard,25,20,1,4,16,259,0.0399
2025-11-16,21:00:00,Aluva Depot,10,4,2,4,21,260,0.0315
2025-11-16,21:00:00,Muttom Yard,25,10,2,13,15,423,0.0423
2025-11-16,21:15:00,Aluva Depot,10,4,3,3,16,415,0.033
2025-11-16,21:15:00,Muttom Yard,25,10,2,13,15,445,0.0432
2025-11-16,21:30:00,Aluva Depot,10,4,2,4,24,488,0.0125
2025-11-16,21:30:00,Muttom Yard,25,10,2,13,20,449,0.0414
2025-11-16,21:45:00,Aluva Depot,10,4,1,5,21,327,0.0482
2025-11-16,21:45:00,Muttom Yard,25,10,3,12,15,318,0.0222
2025-11-16,22:00:00,Aluva Depot,10,4,3,3,19,473,0.0351
2025-11-16,22:00:00,Muttom Yard,25,10,2,13,24,267,0.0139
2025-11-16,22:15:00,Aluva Depot,10,4,3,3,19,316,0.0132
2025-11-16,22:15:00,Muttom Yard,25,10,3,12,16,482,0.0332
2025-11-16,22:30:00,Aluva Depot,10,4,3,3,24,423,0.0221
2025-11-16,22:30:00,Muttom Yard,25,10,3,12,19,375,0.0256
2025-11-16,22:45:00,Aluva Depot,10,4,3,3,20,411,0.045
2025-11-16,22:45:00,Muttom Yard,25,10,3,12,18,204,0.0145
2025-11-16,23:00:00,Aluva Depot,10,4,3,3,19,373,0.0422
2025-11-16,23:00:00,Muttom Yard,25,10,1,14,17,346,0.0491
2025-11-17,05:30:00,Aluva Depot,10,4,1,5,24,454,0.0342
2025-11-17,05:30:00,Muttom Yard,25,10,2,13,19,263,0.0208
2025-11-17,05:45:00,Aluva Depot,10,4,3,3,24,327,0.0253
2025-11-17,05:45:00,Muttom Yard,25,10,3,12,19,477,0.0192
2025-11-17,06:00:00,Aluva Depot,10,4,1,5,18,427,0.0346
2025-11-17,06:00:00,Muttom Yard,25,10,3,12,23,338,0.0268
2025-11-17,06:15:00,Aluva Depot,10,4,2,4,23,369,0.0373
2025-11-17,06:15:00,Muttom Yard,25,10,3,12,20,446,0.0234
2025-11-17,06:30:00,Aluva Depot,10,4,3,3,21,253,0.0112
2025-11-17,06:30:00,Muttom Yard,25,10,3,12,21,219,0.0247
2025-11-17,06:45:00,Aluva Depot,10,4,3,3,15,408,0.015
2025-11-17,06:45:00,Muttom Yard,25,10,2,13,18,481,0.0129
2025-11-17,07:00:00,Aluva Depot,10,4,2,4,15,294,0.0117
2025-11-17,07:00:00,Muttom Yard,25,10,2,13,24,243,0.0467
2025-11-17,07:15:00,Aluva Depot,10,4,1,5,19,288,0.0336
2025-11-17,07:15:00,Muttom Yard,25,10,1,14,21,201,0.0414
2025-11-17,07:30:00,Aluva Depot,10,4,3,3,18,254,0.0258
2025-11-17,07:30:00,Muttom Yard,25,10,2,13,18,238,0.0309
2025-11-17,07:45:00,Aluva Depot,10,4,2,4,18,221,0.0165
2025-11-17,07:45:00,Muttom Yard,25,10,1,14,23,465,0.0382
2025-11-17,08:00:00,Aluva Depot,10,8,3,0,18,346,0.0248
2025-11-17,08:00:00,Muttom Yard,25,20,1,4,18,287,0.0169
2025-11-17,08:15:00,Aluva Depot,10,8,2,0,15,338,0.0312
2025-11-17,08:15:00,Muttom Yard,25,20,2,3,22,291,0.0477
2025-11-17,08:30:00,Aluva Depot,10,8,1,1,15,492,0.0182
2025-11-17,08:30:00,Muttom Yard,25,20,2,3,20,400,0.0152
2025-11-17,08:45:00,Aluva Depot,10,8,3,0,19,285,0.0384
2025-11-17,08:45:00,Muttom Yard,25,20,3,2,24,263,0.0208
2025-11-17,09:00:00,Aluva Depot,10,8,3,0,15,421,0.0331
2025-11-17,09:00:00,Muttom Yard,25,20,2,3,17,443,0.0205
2025-11-17,09:15:00,Aluva Depot,10,8,1,1,22,282,0.0148
2025-11-17,09:15:00,Muttom Yard,25,20,1,4,23,443,0.0165
2025-11-17,09:30:00,Aluva Depot,10,8,3,0,21,229,0.0441
2025-11-17,09:30:00,Muttom Yard,25,20,2,3,20,248,0.0283
2025-11-17,09:45:00,Aluva Depot,10,8,3,0,22,357,0.0142
2025-11-17,09:45:00,Muttom Yard,25,20,2,3,22,263,0.0174
2025-11-17,10:00:00,Aluva Depot,10,8,2,0,24,388,0.0405
2025-11-17,10:00:00,Muttom Yard,25,20,1,4,21,280,0.0189
2025-11-17,10:15:00,Aluva Depot,10,8,3,0,18,472,0.0293
2025-11-17,10:15:00,Muttom Yard,25,20,2,3,21,327,0.0179
2025-11-17,10:30:00,Aluva Depot,10,8,1,1,20,400,0.0456
2025-11-17,10:30:00,Muttom Yard,25,20,3,2,17,480,0.0268
2025-11-17,10:45:00,Aluva Depot,10,8,2,0,20,437,0.0393
2025-11-17,10:45:00,Muttom Yard,25,20,3,2,24,454,0.0226
2025-11-17,11:00:00,Aluva Depot,10,8,1,1,17,223,0.0138
2025-11-17,11:00:00,Muttom Yard,25,20,1,4,16,350,0.0258
2025-11-17,11:15:00,Aluva Depot,10,8,3,0,16,357,0.0475
2025-11-17,11:15:00,Muttom Yard,25,20,3,2,17,412,0.0228
2025-11-17,11:30:00,Aluva Depot,10,8,1,1,19,406,0.0371
2025-11-17,11:30:00,Muttom Yard,25,20,1,4,22,221,0.0206
2025-11-17,11:45:00,Aluva Depot,10,8,2,0,15,296,0.0266
2025-11-17,11:45:00,Muttom Yard,25,20,2,3,20,465,0.0209
2025-11-17,12:00:00,Aluva Depot,10,4,1,5,23,322,0.0417
2025-11-17,12:00:00,Muttom Yard,25,10,1,14,24,459,0.0302
2025-11-17,12:15:00,Aluva Depot,10,4,1,5,18,457,0.0132
2025-11-17,12:15:00,Muttom Yard,25,10,1,14,19,460,0.0136
2025-11-17,12:30:00,Aluva Depot,10,4,2,4,20,381,0.0129
2025-11-17,12:30:00,Muttom Yard,25,10,2,13,23,251,0.0261
2025-11-17,12:45:00,Aluva Depot,10,4,2,4,16,275,0.0198
2025-11-17,12:45:00,Muttom Yard,25,10,1,14,18,263,0.0373
2025-11-17,13:00:00,Aluva Depot,10,4,3,3,24,329,0.0303
2025-11-17,13:00:00,Muttom Yard,25,10,2,13,18,458,0.0395
2025-11-17,13:15:00,Aluva Depot,10,4,2,4,19,304,0.0358
2025-11-17,13:15:00,Muttom Yard,25,10,2,13,23,286,0.0309
2025-11-17,13:30:00,Aluva Depot,10,4,2,4,15,431,0.0367
2025-11-17,13:30:00,Muttom Yard,25,10,3,12,15,480,0.0388
